201903131849,0,1,0
201903131850,0,1,0
201903131851,0,1,0
201903131852,0,1,0
201903131853,0,1,0
201903131854,0,1,0
201903131855,0,1,0
201903131856,0,1,0
201903131857,0,1,0
201903131858,0,1,0
201903131859,0,1,0
201903131900,0,1,0
201903131901,0,1,0
201903131902,0,1,0
201903131903,0,1,0
201903131904,0,1,0
201903131905,0,1,0
201903131906,0,1,0
201903131907,0,1,0
201903131908,0,1,0
201903131909,0,1,0
201903131910,0,1,0
201903131911,0,1,0
201903131912,0,1,0
201903131913,0,1,0
201903131914,0,1,0
201903131915,0,1,0
201903131916,0,1,0
201903131917,0,1,0
201903131918,0,1,0
201903131919,0,1,0
201903131920,0,1,0
201903131921,0,1,0
201903131922,0,1,0
201903131923,0,1,0
201903131924,0,1,0
201903131925,0,1,0
201903131926,0,1,0
201903131927,0,1,0
201903131928,0,1,0
201903131929,0,1,0
201903131930,0,1,0
201903131931,0,1,0
201903131932,0,1,0
201903131933,0,1,0
201903131934,0,1,0
201903131935,0,1,0
201903131936,0,1,0
201903131937,0,1,0
201903131938,0,1,0
201903131939,0,1,0
201903131940,0,1,0
201903131941,0,1,0
201903131942,0,1,0
201903131943,0,1,0
201903131944,0,1,0
201903131945,0,1,0
201903131946,0,1,0
201903131947,0,1,0
201903131948,0,1,0
201903131949,0,1,0
201903131950,0,1,0
201903131951,0,1,0
201903131952,0,1,0
201903131953,0,1,0
201903131954,0,1,0
201903131955,0,1,0
201903131956,0,1,0
201903131957,0,1,0
201903131958,0,1,0
201903131959,0,1,0
201903132000,0,1,0
201903132001,0,1,0
201903132002,0,1,0
201903132003,0,1,0
201903132004,0,1,0
201903132005,0,1,0
201903132006,0,1,0
201903132007,0,1,0
201903132008,0,1,0
201903132009,0,1,0
201903132010,0,1,0
201903132011,0,1,0
201903132012,0,1,0
201903132013,0,1,0
201903132014,0,1,0
201903132015,0,1,0
201903132016,0,1,0
201903132017,0,1,0
201903132018,0,1,0
201903132019,0,1,0
201903132020,0,1,0
201903132021,0,1,0
201903132022,0,1,0
201903132023,0,1,0
201903132024,0,1,0
201903132025,0,1,0
201903132026,0,1,0
201903132027,0,1,0
201903132028,0,1,0
201903132029,0,1,0
201903132030,0,1,0
201903132031,0,1,0
201903132032,0,1,0
201903132033,0,1,0
201903132034,0,1,0
201903132035,0,1,0
