201903131849,0,0,4,9,84,3,0
201903131850,0,0,2,4,92,1,0
201903131851,0,0,1,3,95,1,0
201903131852,0,0,1,2,96,1,0
201903131853,0,0,1,2,97,1,0
201903131854,0,0,1,2,97,0,0
201903131855,0,0,1,1,98,0,0
201903131856,0,0,1,1,98,0,0
201903131857,0,0,1,1,98,0,0
201903131858,0,0,1,1,98,0,0
201903131859,0,0,0,1,98,0,0
201903131900,0,0,0,1,98,0,0
201903131901,0,0,0,1,98,0,0
201903131902,0,0,0,1,99,0,0
201903131903,0,0,0,1,99,0,0
201903131904,0,0,0,1,99,0,0
201903131905,0,0,0,1,99,0,0
201903131906,0,0,0,1,99,0,0
201903131907,0,0,0,1,99,0,0
201903131908,0,0,0,1,99,0,0
201903131909,0,0,0,1,99,0,0
201903131910,0,0,0,1,99,0,0
201903131911,0,0,0,1,99,0,0
201903131912,0,0,0,1,99,0,0
201903131913,0,0,0,1,99,0,0
201903131914,0,0,0,1,99,0,0
201903131915,0,0,0,1,99,0,0
201903131916,0,0,0,1,99,0,0
201903131917,0,0,0,1,99,0,0
201903131918,0,0,0,1,99,0,0
201903131919,0,0,0,1,99,0,0
201903131920,0,0,0,1,99,0,0
201903131921,0,0,0,0,99,0,0
201903131922,0,0,0,0,99,0,0
201903131923,0,0,0,0,99,0,0
201903131924,0,0,0,0,99,0,0
201903131925,0,0,0,0,99,0,0
201903131926,0,0,0,0,99,0,0
201903131927,0,0,0,0,99,0,0
201903131928,0,0,0,0,99,0,0
201903131929,0,0,0,0,99,0,0
201903131930,0,0,0,0,99,0,0
201903131931,0,0,0,0,99,0,0
201903131932,0,0,0,0,99,0,0
201903131933,0,0,0,0,99,0,0
201903131934,0,0,0,0,99,0,0
201903131935,0,0,0,0,99,0,0
201903131936,0,0,0,0,99,0,0
201903131937,0,0,0,0,99,0,0
201903131938,0,0,0,0,99,0,0
201903131939,0,0,0,0,99,0,0
201903131940,0,0,0,0,99,0,0
201903131941,0,0,0,0,99,0,0
201903131942,0,0,0,0,99,0,0
201903131943,0,0,0,0,99,0,0
201903131944,0,0,0,0,99,0,0
201903131945,0,0,0,0,99,0,0
201903131946,0,0,0,0,99,0,0
201903131947,0,0,0,0,99,0,0
201903131948,0,0,0,0,99,0,0
201903131949,0,0,0,0,99,0,0
201903131950,0,0,0,0,99,0,0
201903131951,0,0,0,0,99,0,0
201903131952,0,0,0,0,99,0,0
201903131953,0,0,0,0,99,0,0
201903131954,0,0,0,0,99,0,0
201903131955,0,0,0,0,99,0,0
201903131956,0,0,0,0,99,0,0
201903131957,0,0,0,0,99,0,0
201903131958,0,0,0,0,99,0,0
201903131959,0,0,0,0,99,0,0
201903132000,0,0,0,0,99,0,0
201903132001,0,0,0,0,99,0,0
201903132002,0,0,0,0,99,0,0
201903132003,0,0,0,0,99,0,0
201903132004,0,0,0,0,99,0,0
201903132005,0,0,0,0,99,0,0
201903132006,0,0,0,0,99,0,0
201903132007,0,0,0,0,99,0,0
201903132008,0,0,0,0,99,0,0
201903132009,0,0,0,0,99,0,0
201903132010,0,0,0,0,99,0,0
201903132011,0,0,0,0,99,0,0
201903132012,0,0,0,0,99,0,0
201903132013,0,0,0,0,99,0,0
201903132014,0,0,0,0,99,0,0
201903132015,0,0,0,0,99,0,0
