201902250000,13,5,0,0,100,0,0
201902250001,13,5,0,0,100,0,0
201902250002,13,5,0,0,100,0,0
201902250003,13,5,0,0,100,0,0
201902250004,13,5,0,0,100,0,0
201902250005,13,5,0,0,100,0,0
201902250006,13,5,0,0,100,0,0
201902250007,13,5,0,0,100,0,0
201902250008,13,5,0,0,100,0,0
201902250009,13,5,0,0,100,0,0
201902250010,13,5,0,0,100,0,0
201902250011,13,5,0,0,100,0,0
201902250012,13,5,0,0,100,0,0
201902250013,13,5,0,0,100,0,0
201902250014,13,5,0,0,100,0,0
201902250015,13,5,0,0,100,0,0
201902250016,13,5,0,0,100,0,0
201902250017,13,5,0,0,100,0,0
201902250018,13,5,0,0,100,0,0
201902250019,13,5,0,0,100,0,0
201902250020,13,5,0,0,100,0,0
201902250021,13,5,0,0,100,0,0
201902250022,13,5,0,0,100,0,0
201902250023,13,5,0,0,100,0,0
201902250024,13,5,0,0,100,0,0
201902250025,13,5,0,0,100,0,0
201902250026,13,5,0,0,100,0,0
201902250027,13,5,0,0,100,0,0
201902250028,13,5,0,0,100,0,0
201902250029,13,5,0,0,100,0,0
201902250030,13,5,0,0,100,0,0
201902250031,13,5,0,0,100,0,0
201902250032,13,5,0,0,100,0,0
201902250033,13,5,0,0,100,0,0
201902250034,13,5,0,0,100,0,0
201902250035,13,5,0,0,100,0,0
201902250036,13,5,0,0,100,0,0
201902250037,13,5,0,0,100,0,0
201902250038,13,5,0,0,100,0,0
201902250039,13,5,0,0,100,0,0
201902250040,13,5,0,0,100,0,0
201902250041,13,5,0,0,100,0,0
201902250042,13,5,0,0,100,0,0
201902250043,13,5,0,0,100,0,0
201902250044,13,5,0,0,100,0,0
201902250045,13,5,0,0,100,0,0
201902250046,13,5,0,0,100,0,0
201902250047,13,5,0,0,100,0,0
201902250048,13,5,0,0,100,0,0
201902250049,13,5,0,0,100,0,0
201902250050,13,5,0,0,100,0,0
201902250051,13,5,0,0,100,0,0
201902250052,13,5,0,0,100,0,0
201902250053,13,5,0,0,100,0,0
201902250054,13,5,0,0,100,0,0
201902250055,13,5,0,0,100,0,0
201902250056,13,5,0,0,100,0,0
201902250057,13,5,0,0,100,0,0
201902250058,13,5,0,0,100,0,0
201902250059,13,5,0,0,100,0,0
201902250100,13,5,0,0,100,0,0
201902250101,13,5,0,0,100,0,0
201902250102,13,5,0,0,100,0,0
201902250103,13,5,0,0,100,0,0
201902250104,13,5,0,0,100,0,0
201902250105,13,5,0,0,100,0,0
201902250106,13,5,0,0,100,0,0
201902250107,13,5,0,0,100,0,0
201902250108,13,5,0,0,100,0,0
201902250109,13,5,0,0,100,0,0
