201902280000,9,4,0,0,100,0,0
201902280001,9,4,0,0,100,0,0
201902280002,9,4,0,0,100,0,0
201902280003,9,4,0,0,100,0,0
201902280004,9,4,0,0,100,0,0
201902280005,9,4,0,0,100,0,0
201902280006,9,4,0,0,100,0,0
201902280007,9,4,0,0,100,0,0
201902280008,9,4,0,0,100,0,0
201902280009,9,4,0,0,100,0,0
201902280010,9,4,0,0,100,0,0
201902280011,9,4,0,0,100,0,0
201902280012,9,4,0,0,100,0,0
201902280013,9,4,0,0,100,0,0
201902280014,9,4,0,0,100,0,0
201902280015,9,4,0,0,100,0,0
201902280016,9,4,0,0,100,0,0
201902280017,9,4,0,0,100,0,0
201902280018,9,4,0,0,100,0,0
201902280019,9,4,0,0,100,0,0
201902280020,9,4,0,0,100,0,0
201902280021,9,4,0,0,100,0,0
201902280022,9,4,0,0,100,0,0
201902280023,9,4,0,0,100,0,0
201902280024,9,4,0,0,100,0,0
201902280025,9,4,0,0,100,0,0
201902280026,9,4,0,0,100,0,0
201902280027,9,4,0,0,100,0,0
201902280028,9,4,0,0,100,0,0
201902280029,9,4,0,0,100,0,0
201902280030,9,4,0,0,100,0,0
201902280031,9,4,0,0,100,0,0
201902280032,9,4,0,0,100,0,0
201902280033,9,4,0,0,100,0,0
201902280034,9,4,0,0,100,0,0
201902280035,9,4,0,0,100,0,0
201902280036,9,4,0,0,100,0,0
201902280037,9,4,0,0,100,0,0
201902280038,9,4,0,0,100,0,0
201902280039,9,4,0,0,100,0,0
201902280040,9,4,0,0,100,0,0
201902280041,9,4,0,0,100,0,0
201902280042,9,4,0,0,100,0,0
201902280043,9,4,0,0,100,0,0
201902280044,9,4,0,0,100,0,0
201902280045,9,4,0,0,100,0,0
201902280046,9,4,0,0,100,0,0
201902280047,9,4,0,0,100,0,0
201902280048,9,4,0,0,100,0,0
201902280049,9,4,0,0,100,0,0
201902280050,9,4,0,0,100,0,0
201902280051,9,4,0,0,100,0,0
201902280052,9,4,0,0,100,0,0
201902280053,9,4,0,0,100,0,0
201902280054,9,4,0,0,100,0,0
201902280055,9,4,0,0,100,0,0
201902280056,9,4,0,0,100,0,0
201902280057,9,4,0,0,100,0,0
201902280058,9,4,0,0,100,0,0
201902280059,9,4,0,0,100,0,0
201902280100,9,4,0,0,100,0,0
201902280101,9,4,0,0,100,0,0
201902280102,9,4,0,0,100,0,0
201902280103,9,4,0,0,100,0,0
201902280104,9,4,0,0,100,0,0
201902280105,9,4,0,0,100,0,0
201902280106,9,4,0,0,100,0,0
201902280107,9,4,0,0,100,0,0
201902280108,9,4,0,0,100,0,0
201902280109,9,4,0,0,100,0,0
201902280110,9,4,0,0,100,0,0
201902280111,9,4,0,0,100,0,0
201902280112,9,4,0,0,100,0,0
201902280113,9,4,0,0,100,0,0
201902280114,9,4,0,0,100,0,0
201902280115,9,4,0,0,100,0,0
201902280116,9,4,0,0,100,0,0
201902280117,9,4,0,0,100,0,0
201902280118,9,4,0,0,100,0,0
201902280119,9,4,0,0,100,0,0
201902280120,9,4,0,0,100,0,0
201902280121,9,4,0,0,100,0,0
201902280122,9,4,0,0,100,0,0
201902280123,9,4,0,0,100,0,0
201902280124,9,4,0,0,100,0,0
201902280125,9,4,0,0,100,0,0
201902280126,9,4,0,0,100,0,0
201902280127,9,4,0,0,100,0,0
201902280128,9,4,0,0,100,0,0
201902280129,9,4,0,0,100,0,0
201902280130,9,4,0,0,100,0,0
201902280131,9,4,0,0,100,0,0
201902280132,9,4,0,0,100,0,0
201902280133,9,4,0,0,100,0,0
201902280134,9,4,0,0,100,0,0
201902280135,9,4,0,0,100,0,0
201902280136,9,4,0,0,100,0,0
201902280137,9,4,0,0,100,0,0
201902280138,9,4,0,0,100,0,0
201902280139,9,4,0,0,100,0,0
201902280140,9,4,0,0,100,0,0
201902280141,9,4,0,0,100,0,0
201902280142,9,4,0,0,100,0,0
