201902130901,0,1,0
201902130902,0,1,0
201902130903,0,1,0
201902130904,0,1,0
201902130905,0,1,0
201902130906,0,1,0
201902130907,0,1,0
201902130908,0,1,0
201902130909,0,1,0
201902130910,0,1,0
201902130911,0,1,0
201902130912,0,1,0
201902130913,0,1,0
201902130914,0,1,0
201902130915,0,1,0
201902130916,0,1,0
201902130917,0,1,0
201902130918,0,1,0
201902130919,0,1,0
201902130920,0,1,0
201902130921,0,1,0
201902130922,0,1,0
201902130923,0,1,0
201902130924,0,1,0
201902130925,0,1,0
201902130926,0,1,0
201902130927,0,1,0
201902130928,0,1,0
201902130929,0,1,0
201902130930,0,1,0
201902130931,0,1,0
201902130932,0,1,0
201902130933,0,1,0
201902130934,0,1,0
201902130935,0,1,0
201902130936,0,1,0
201902130937,0,1,0
201902130938,0,1,0
201902130939,0,1,0
201902130940,0,1,0
201902130941,0,1,0
201902130942,0,1,0
201902130943,0,1,0
201902130944,0,1,0
201902130945,0,1,0
201902130946,0,1,0
201902130947,0,1,0
201902130948,0,1,0
201902130949,0,1,0
201902130950,0,1,0
201902130951,0,1,0
201902130952,0,1,0
201902130953,0,1,0
201902130954,0,1,0
201902130955,0,1,0
201902130956,0,1,0
201902130957,0,1,0
201902130958,0,1,0
201902130959,0,1,0
201902131000,0,1,0
201902131001,0,1,0
201902131002,0,1,0
201902131003,0,1,0
201902131004,0,1,0
201902131005,0,1,0
201902131006,0,1,0
201902131007,0,1,0
201902131008,0,1,0
201902131009,0,1,0
201902131010,0,1,0
201902131011,0,1,0
201902131012,0,1,0
201902131013,0,1,0
201902131014,0,1,0
201902131015,0,1,0
201902131016,0,1,0
201902131017,0,1,0
201902131018,0,1,0
201902131019,0,1,0
201902131020,0,1,0
201902131021,0,1,0
201902131022,0,1,0
201902131023,0,1,0
201902131024,0,1,0
201902131025,0,1,0
201902131026,0,1,0
201902131027,0,1,0
201902131028,0,1,1
201902131029,0,1,0
201902131030,0,1,0
201902131031,0,1,0
201902131032,0,1,0
201902131033,0,1,0
201902131034,0,1,0
201902131035,0,1,0
201902131036,0,1,0
201902131037,0,1,0
201902131038,0,1,0
201902131039,0,1,0
201902131040,0,1,0
201902131041,0,1,0
201902131042,0,1,0
201902131043,0,1,0
201902131044,0,1,0
201902131045,0,1,0
201902131046,0,1,0
201902131047,0,1,0
201902131048,0,1,0
201902131049,0,1,0
201902131050,0,1,0
201902131051,0,1,0
201902131052,0,1,0
201902131053,0,1,0
201902131054,0,1,0
201902131055,0,1,0
201902131056,0,1,0
201902131057,0,1,0
201902131058,0,1,0
201902131059,0,1,0
201902131100,0,1,0
201902131101,0,1,0
201902131102,0,1,0
201902131103,0,1,0
201902131104,0,1,0
201902131105,0,1,0
201902131106,0,1,0
201902131107,0,1,0
201902131108,0,1,0
201902131109,0,1,0
201902131110,0,1,0
201902131111,0,1,0
201902131112,0,1,0
201902131113,0,1,0
201902131114,0,1,0
201902131115,0,1,0
201902131116,0,1,0
201902131117,0,1,0
201902131118,0,1,0
201902131119,0,1,0
201902131120,0,1,0
201902131121,0,1,0
201902131122,0,1,0
201902131123,0,1,0
201902131124,0,1,0
201902131125,0,1,0
201902131126,0,1,0
201902131127,0,1,0
201902131128,0,1,0
201902131129,0,1,0
201902131130,0,1,0
201902131131,0,1,0
201902131132,0,1,0
201902131133,0,1,0
201902131134,0,1,0
201902131135,0,1,0
201902131136,0,1,0
201902131137,0,1,0
201902131138,0,1,0
201902131139,0,1,0
201902131140,0,1,0
201902131141,0,1,0
201902131142,0,1,0
201902131143,0,1,0
201902131144,0,1,0
201902131145,0,1,0
201902131146,0,1,0
201902131147,0,1,0
201902131148,0,1,0
