201902260000,1205392,934368,690812,1015804,317080
201902260001,1205392,932948,689348,1015804,317080
201902260002,1205392,932752,689144,1015804,317080
201902260003,1205392,932024,688400,1015804,317080
201902260004,1205392,932024,688392,1015804,317080
201902260005,1205392,932876,689236,1015804,317080
201902260006,1205392,932876,689236,1015804,317080
201902260007,1205392,933016,689360,1015804,317080
201902260008,1205392,932876,689216,1015804,317080
201902260009,1205392,932008,688344,1015804,317080
201902260010,1205392,933552,689880,1015804,317080
201902260011,1205392,932876,689188,1015804,317080
201902260012,1205392,932148,688440,1015804,317080
201902260013,1205392,933000,689292,1015804,317080
201902260014,1205392,932148,688432,1015804,317080
201902260015,1205392,932876,689156,1015804,317080
201902260016,1205392,932148,688424,1015804,317080
201902260017,1205392,933000,689272,1015804,317080
201902260018,1205392,931992,688248,1015804,317080
201902260019,1205392,932132,688372,1015804,317080
201902260020,1205392,932932,689168,1015804,317080
201902260021,1205392,932272,688492,1015804,317080
201902260022,1205392,933000,689212,1015804,317080
201902260023,1205392,932008,688216,1015804,317080
201902260024,1205392,933248,689452,1015804,317080
201902260025,1205392,933016,689208,1015804,317080
201902260026,1205392,933124,689312,1015804,317080
201902260027,1205392,932272,688448,1015804,317080
201902260028,1205392,932272,688440,1015804,317080
201902260029,1205392,932272,688436,1015804,317080
201902260030,1205392,933552,689708,1015804,317080
201902260031,1205392,933124,689272,1015804,317080
201902260032,1205392,932256,688392,1015804,317080
201902260033,1205392,933124,689256,1015804,317080
201902260034,1205392,932272,688392,1015804,317080
201902260035,1205392,932272,688388,1015804,317080
201902260036,1205392,932272,688384,1015804,317080
201902260037,1205392,933248,689352,1015804,317080
201902260038,1205392,932272,688372,1015804,317080
201902260039,1205392,931016,687112,1015804,317080
201902260040,1205392,933288,689384,1015804,317080
201902260041,1205392,932272,688360,1015804,317080
201902260042,1205392,933248,689324,1015804,317080
201902260043,1205392,932380,688448,1015804,317080
201902260044,1205392,933248,689300,1015804,317080
201902260045,1205392,933124,689164,1015804,317080
201902260046,1205392,933124,689140,1015804,317080
201902260047,1205392,932380,688392,1015804,317080
201902260048,1205392,932396,688400,1015804,317080
201902260049,1205392,933372,689376,1015804,317080
201902260050,1205392,933428,689420,1015804,317080
201902260051,1205392,932520,688488,1015804,317080
201902260052,1205392,932520,688468,1015804,317080
201902260053,1205392,933372,689312,1015804,317080
201902260054,1205392,933248,689188,1015804,317080
201902260055,1205392,933264,689192,1015804,317080
201902260056,1205392,932628,688544,1015804,317080
201902260057,1205392,933248,689156,1015804,317080
201902260058,1205392,932520,688416,1015804,317080
201902260059,1205392,933496,689372,1015804,317080
201902260100,1205392,934956,690832,1015804,317080
201902260101,1205392,934708,690556,1015804,317080
201902260102,1205392,933512,689344,1015804,317080
201902260103,1205392,932644,688464,1015804,317080
201902260104,1205392,932628,688444,1015804,317080
201902260105,1205392,933496,689300,1015804,317080
201902260106,1205392,933372,689172,1015804,317080
201902260107,1205392,933496,689288,1015804,317080
201902260108,1205392,933496,689280,1015804,317080
201902260109,1205392,932768,688544,1015804,317080
201902260110,1205392,934280,690048,1015804,317080
201902260111,1205392,933372,689124,1015804,317080
201902260112,1205392,932768,688496,1015804,317080
