201902181015,average:0.03,0.01,,COMMAND,1274,mysql,20,0,368m,19m,5048,S,0.0,1.6,0:00.05,mysqld,1382,root,20,0,255m,9148,3744,S,0.0,0.8,0:00.01,httpd,1415,daemon,20,0,591m,9140,1336,S,0.0,0.8,0:00.00,httpd,1416,daemon,20,0,591m,9140,1336,S,0.0,0.8,0:00.00,httpd,1414,daemon,20,0,591m,9136,1332,S,0.0,0.8,0:00.00,httpd,1517,postfix,20,0,81332,4156,3028,S,0.0,0.3,0:00.00,local,1515,postfix,20,0,81176,3600,2684,S,0.0,0.3,0:00.00,cleanup,1376,postfix,20,0,81100,3560,2656,S,0.0,0.3,0:00.00,qmgr,1375,postfix,20,0,81032,3476,2580,S,0.0,0.3,0:00.00,pickup,1369,root,20,0,80952,3472,2564,S,0.0,0.3,0:00.01
201902181016,average:0.01,0.01,,COMMAND,1414,daemon,20,0,1044m,23m,4532,S,0.0,2.0,0:00.19,httpd,1274,mysql,20,0,368m,19m,5048,S,0.0,1.6,0:00.08,mysqld,1416,daemon,20,0,1046m,19m,2624,S,0.0,1.6,0:00.04,httpd,1620,daemon,20,0,913m,16m,4560,S,0.0,1.4,0:00.13,httpd,1415,daemon,20,0,978m,15m,2616,S,0.0,1.3,0:00.02,httpd,1382,root,20,0,255m,9148,3744,S,0.0,0.8,0:00.01,httpd,1587,root,20,0,102m,4580,3540,S,0.0,0.4,0:00.03,sshd,1517,postfix,20,0,81332,4160,3028,S,0.0,0.3,0:00.00,local,1515,postfix,20,0,81176,3600,2684,S,0.0,0.3,0:00.00,cleanup,1376,postfix,20,0,81100,3576,2656,S,0.0,0.3,0:00.00
201902181017,average:0.16,0.06,,COMMAND,1620,daemon,20,0,1059m,71m,5548,S,0.0,6.1,0:01.48,httpd,1415,daemon,20,0,1046m,37m,4828,S,0.0,3.2,0:00.42,httpd,1414,daemon,20,0,1046m,33m,5076,S,0.0,2.8,0:00.43,httpd,1416,daemon,20,0,1052m,28m,2644,S,0.0,2.4,0:00.08,httpd,1274,mysql,20,0,561m,21m,6100,S,0.0,1.8,0:00.13,mysqld,1382,root,20,0,255m,9148,3744,S,0.0,0.8,0:00.03,httpd,1721,root,20,0,102m,4872,3820,S,0.0,0.4,0:00.03,sshd,1587,root,20,0,102m,4580,3540,S,0.0,0.4,0:00.03,sshd,1517,postfix,20,0,81332,4160,3028,S,0.0,0.3,0:00.00,local,1515,postfix,20,0,81176,3600,2684,S,0.0,0.3,0:00.00
201902181018,average:0.06,0.05,,COMMAND,1620,daemon,20,0,1059m,71m,5548,S,0.0,6.1,0:01.48,httpd,1415,daemon,20,0,1046m,39m,4828,S,0.0,3.3,0:00.42,httpd,1414,daemon,20,0,1046m,33m,5076,S,0.0,2.8,0:00.43,httpd,1416,daemon,20,0,1052m,28m,2644,S,0.0,2.4,0:00.08,httpd,1274,mysql,20,0,561m,21m,6100,S,0.0,1.8,0:00.15,mysqld,1382,root,20,0,255m,9148,3744,S,0.0,0.8,0:00.03,httpd,1721,root,20,0,102m,4872,3820,S,0.0,0.4,0:00.04,sshd,1587,root,20,0,102m,4580,3540,S,0.0,0.4,0:00.03,sshd,1517,postfix,20,0,81332,4160,3028,S,0.0,0.3,0:00.00,local,1515,postfix,20,0,81176,3600,2684,S,0.0,0.3,0:00.00
201902181019,average:0.02,0.03,,COMMAND,1620,daemon,20,0,1059m,71m,5548,S,0.0,6.1,0:01.48,httpd,1415,daemon,20,0,1046m,39m,4828,S,0.0,3.3,0:00.42,httpd,1414,daemon,20,0,1046m,33m,5076,S,0.0,2.8,0:00.43,httpd,1416,daemon,20,0,1052m,28m,2644,S,0.0,2.4,0:00.08,httpd,1274,mysql,20,0,561m,21m,6100,S,0.0,1.8,0:00.18,mysqld,1382,root,20,0,255m,9148,3744,S,0.0,0.8,0:00.04,httpd,1721,root,20,0,102m,4872,3820,S,0.0,0.4,0:00.04,sshd,1587,root,20,0,102m,4580,3540,S,0.0,0.4,0:00.04,sshd,1517,postfix,20,0,81332,4160,3028,S,0.0,0.3,0:00.00,local,1515,postfix,20,0,81176,3600,2684,S,0.0,0.3,0:00.00
201902181020,average:0.01,0.03,,COMMAND,1620,daemon,20,0,1059m,71m,5548,S,0.0,6.1,0:01.48,httpd,1415,daemon,20,0,1046m,39m,4828,S,0.0,3.3,0:00.42,httpd,1414,daemon,20,0,1046m,33m,5076,S,0.0,2.8,0:00.43,httpd,1416,daemon,20,0,1052m,28m,2644,S,0.0,2.4,0:00.08,httpd,1274,mysql,20,0,561m,21m,6100,S,0.0,1.8,0:00.20,mysqld,1382,root,20,0,255m,9148,3744,S,0.0,0.8,0:00.04,httpd,1721,root,20,0,102m,4872,3820,S,0.0,0.4,0:00.04,sshd,1587,root,20,0,102m,4580,3540,S,0.0,0.4,0:00.04,sshd,1517,postfix,20,0,81332,4160,3028,S,0.0,0.3,0:00.00,local,1515,postfix,20,0,81176,3600,2684,S,0.0,0.3,0:00.00
201902181021,average:0.00,0.02,,COMMAND,1620,daemon,20,0,1059m,71m,5548,S,0.0,6.1,0:01.48,httpd,1415,daemon,20,0,1046m,39m,4828,S,0.0,3.3,0:00.42,httpd,1414,daemon,20,0,1046m,33m,5076,S,0.0,2.8,0:00.43,httpd,1416,daemon,20,0,1052m,28m,2644,S,0.0,2.4,0:00.08,httpd,1274,mysql,20,0,561m,21m,6100,S,0.0,1.8,0:00.30,mysqld,1382,root,20,0,255m,9148,3744,S,0.0,0.8,0:00.19,httpd,1721,root,20,0,102m,4872,3820,S,0.0,0.4,0:00.04,sshd,1587,root,20,0,102m,4580,3540,S,0.0,0.4,0:00.04,sshd,1517,postfix,20,0,81332,4160,3028,S,0.0,0.3,0:00.00,local,1515,postfix,20,0,81176,3600,2684,S,0.0,0.3,0:00.00
201902181022,average:0.00,0.01,,COMMAND,1620,daemon,20,0,1059m,71m,5548,S,0.0,6.1,0:01.48,httpd,1415,daemon,20,0,1046m,39m,4828,S,0.0,3.3,0:00.42,httpd,1414,daemon,20,0,1046m,33m,5076,S,0.0,2.8,0:00.43,httpd,1416,daemon,20,0,1052m,32m,2644,S,0.0,2.7,0:00.08,httpd,1274,mysql,20,0,561m,21m,6100,S,0.0,1.8,0:00.33,mysqld,1382,root,20,0,255m,9148,3744,S,0.0,0.8,0:00.19,httpd,1721,root,20,0,102m,4872,3820,S,0.0,0.4,0:00.04,sshd,1587,root,20,0,102m,4580,3540,S,0.0,0.4,0:00.04,sshd,1517,postfix,20,0,81332,4160,3028,S,0.0,0.3,0:00.00,local,1515,postfix,20,0,81176,3600,2684,S,0.0,0.3,0:00.00
201902181023,average:0.00,0.01,,COMMAND,1620,daemon,20,0,1059m,75m,5548,S,0.0,6.4,0:01.48,httpd,1415,daemon,20,0,1046m,39m,4828,S,0.0,3.3,0:00.42,httpd,1414,daemon,20,0,1046m,33m,5076,S,0.0,2.8,0:00.43,httpd,1416,daemon,20,0,1052m,32m,2644,S,0.0,2.7,0:00.08,httpd,1274,mysql,20,0,561m,21m,6100,S,0.0,1.8,0:00.35,mysqld,1382,root,20,0,255m,9148,3744,S,2.0,0.8,0:00.20,httpd,1721,root,20,0,102m,4872,3820,S,0.0,0.4,0:00.04,sshd,1587,root,20,0,102m,4580,3540,S,0.0,0.4,0:00.04,sshd,1517,postfix,20,0,81332,4160,3028,S,0.0,0.3,0:00.00,local,1515,postfix,20,0,81176,3600,2684,S,0.0,0.3,0:00.00
201902181024,average:0.00,0.00,,COMMAND,1620,daemon,20,0,1059m,75m,5548,S,0.0,6.4,0:01.48,httpd,1415,daemon,20,0,1046m,39m,4828,S,0.0,3.3,0:00.42,httpd,1414,daemon,20,0,1046m,33m,5076,S,0.0,2.8,0:00.43,httpd,1416,daemon,20,0,1052m,32m,2644,S,0.0,2.7,0:00.08,httpd,1274,mysql,20,0,561m,21m,6100,S,0.0,1.8,0:00.37,mysqld,1382,root,20,0,255m,9148,3744,S,0.0,0.8,0:00.20,httpd,1721,root,20,0,102m,4872,3820,S,0.0,0.4,0:00.04,sshd,1587,root,20,0,102m,4580,3540,S,0.0,0.4,0:00.04,sshd,1517,postfix,20,0,81332,4160,3028,S,0.0,0.3,0:00.00,local,1515,postfix,20,0,81176,3600,2684,S,0.0,0.3,0:00.00
201902181025,average:0.00,0.00,,COMMAND,1620,daemon,20,0,1059m,75m,5548,S,0.0,6.4,0:01.48,httpd,1415,daemon,20,0,1046m,39m,4828,S,0.0,3.3,0:00.42,httpd,1414,daemon,20,0,1046m,33m,5076,S,0.0,2.8,0:00.43,httpd,1416,daemon,20,0,1052m,32m,2644,S,0.0,2.7,0:00.08,httpd,1274,mysql,20,0,561m,21m,6100,S,0.0,1.8,0:00.40,mysqld,1382,root,20,0,255m,9148,3744,S,0.0,0.8,0:00.20,httpd,1721,root,20,0,102m,4872,3820,S,0.0,0.4,0:00.04,sshd,1587,root,20,0,102m,4580,3540,S,0.0,0.4,0:00.04,sshd,1517,postfix,20,0,81332,4160,3028,S,0.0,0.3,0:00.00,local,1515,postfix,20,0,81176,3600,2684,S,0.0,0.3,0:00.00
