201902132355,1205392,369796,145252,1015804,0
201902132356,1205392,368660,144056,1015804,0
201902132357,1205392,367668,143032,1015804,0
201902132358,1205392,368660,143988,1015804,0
201902132359,1205392,367684,142980,1015804,0
201902140000,1205392,371808,147080,1015804,0
201902140001,1205392,368632,143876,1015804,0
201902140002,1205392,368784,143984,1015804,0
201902140003,1205392,367932,143092,1015804,0
201902140004,1205392,368784,143908,1015804,0
201902140005,1205392,369292,144376,1015804,0
201902140006,1205392,368056,143092,1015804,0
201902140007,1205392,368908,143916,1015804,0
201902140008,1205392,368040,143008,1015804,0
201902140009,1205392,369032,143972,1015804,0
201902140010,1205392,370324,145236,1015804,0
201902140011,1205392,369032,143900,1015804,0
201902140012,1205392,368180,143032,1015804,0
201902140013,1205392,369280,144088,1015804,0
201902140014,1205392,369280,144064,1015804,0
201902140015,1205392,369152,143908,1015804,0
201902140016,1205392,369280,144000,1015804,0
201902140017,1205392,369280,143956,1015804,0
201902140018,1205392,368428,143060,1015804,0
201902140019,1205392,368428,143028,1015804,0
201902140020,1205392,371200,145748,1015804,0
201902140021,1205392,368660,143152,1015804,0
201902140022,1205392,368676,143128,1015804,0
201902140023,1205392,369528,143964,1015804,0
201902140024,1205392,369528,143936,1015804,0
201902140025,1205392,369772,144152,1015804,0
201902140026,1205392,368800,143144,1015804,0
201902140027,1205392,368800,143108,1015804,0
201902140028,1205392,369776,144052,1015804,0
201902140029,1205392,369776,144032,1015804,0
201902140030,1205392,371804,146032,1015804,0
201902140031,1205392,368924,143104,1015804,0
201902140032,1205392,369048,143180,1015804,0
201902140033,1205392,369900,144004,1015804,0
201902140034,1205392,369900,143976,1015804,0
201902140035,1205392,370384,144416,1015804,0
201902140036,1205392,370024,144008,1015804,0
201902140037,1205392,369156,143096,1015804,0
201902140038,1205392,370040,143952,1015804,0
201902140039,1205392,370148,144020,1015804,0
201902140040,1205392,371184,145020,1015804,0
201902140041,1205392,369280,143088,1015804,0
201902140042,1205392,369296,143068,1015804,0
201902140043,1205392,370288,144040,1015804,0
201902140044,1205392,369140,142848,1015804,0
201902140045,1205392,370928,144604,1015804,0
201902140046,1205392,370520,144160,1015804,0
201902140047,1205392,370396,143996,1015804,0
201902140048,1205392,370520,144088,1015804,0
201902140049,1205392,370520,144048,1015804,0
201902140050,1205392,371836,145324,1015804,0
201902140051,1205392,370520,143952,1015804,0
201902140052,1205392,369668,143060,1015804,0
201902140053,1205392,370164,143524,1015804,0
201902140054,1205392,370520,143836,1015804,0
