201902140055,1205392,371300,144588,1015804,0
201902140056,1205392,369916,143156,1015804,0
201902140057,1205392,370892,144088,1015804,0
201902140058,1205392,370892,144040,1015804,0
201902140059,1205392,370164,143268,1015804,0
201903081915,1205392,163684,95012,1015804,0
201903081916,1205392,173096,100684,1015804,0
201903081917,1205392,171996,99536,1015804,0
201903081918,1205392,173088,100568,1015804,0
201903081919,1205392,173220,100648,1015804,0
201903081936,1205392,159632,93844,1015804,0
201903081937,1205392,169136,100572,1015804,0
201903081938,1205392,172244,102680,1015804,0
201903081939,1205392,171268,101644,1015804,0
201903081940,1205392,174420,104744,1015804,0
201903081941,1205392,173460,102784,1015804,0
201903081942,1205392,173336,102612,1015804,0
201903081943,1205392,173468,102692,1015804,0
201903081944,1205392,174888,103852,1015804,0
201903081945,1205392,178396,106276,1015804,0
201903081946,1205392,177632,105460,1015804,0
201903081947,1205392,174584,102368,1015804,0
201903081948,1205392,175080,102816,1015804,0
201903081949,1205392,174948,102624,1015804,0
201903081950,1205392,176536,104172,1015804,0
201903081951,1205392,174708,102288,1015804,0
201903081952,1205392,175320,102848,1015804,0
201903081953,1205392,174476,101960,1015804,0
201903081954,1205392,175444,102884,1015804,0
201903081955,1205392,175952,103344,1015804,0
201903081956,1205392,175576,102908,1015804,0
201903081957,1205392,174724,102012,1015804,0
201903081958,1205392,175576,102820,1015804,0
201903081959,1205392,174848,102048,1015804,0
201903082000,1205392,176884,104036,1015804,0
201903082001,1205392,175780,102880,1015804,0
201903082002,1205392,176244,103224,1015804,0
201903082003,1205392,176244,103164,1015804,0
201903082004,1205392,176352,103232,1015804,0
201903082005,1205392,176884,103716,1015804,0
201903082006,1205392,176476,103268,1015804,0
201903082007,1205392,175492,102240,1015804,0
201903082008,1205392,175492,102196,1015804,0
201903082009,1205392,175996,102656,1015804,0
201903082010,1205392,177240,103852,1015804,0
201903082011,1205392,176724,103272,1015804,0
201903082012,1205392,175740,102248,1015804,0
201903082013,1205392,176616,103072,1015804,0
201903082014,1205392,176724,103132,1015804,0
201903082015,1205392,178216,104572,1015804,0
201903082016,1205392,176120,102436,1015804,0
201903082017,1205392,176972,103240,1015804,0
201903082018,1205392,177112,103332,1015804,0
201903082019,1205392,176972,103148,1015804,0
201903082020,1205392,178752,104884,1015804,0
201903082021,1205392,176360,102428,1015804,0
201903082022,1205392,176360,102388,1015804,0
201903082023,1205392,176476,102456,1015804,0
201903082024,1205392,177344,103280,1015804,0
201903082025,1205392,178604,104488,1015804,0
201903082026,1205392,176608,102452,1015804,0
201903082027,1205392,176484,102284,1015804,0
201903082028,1205392,177468,103224,1015804,0
201903082029,1205392,177468,103176,1015804,0
201903082030,1205392,178916,104584,1015804,0
201903082031,1205392,177716,103324,1015804,0
201903082032,1205392,177708,103264,1015804,0
201903082033,1205392,176856,102360,1015804,0
201903082034,1205392,177460,102924,1015804,0
201903082035,1205392,178372,103792,1015804,0
201903082036,1205392,177964,103336,1015804,0
201903082037,1205392,176956,102280,1015804,0
201903082038,1205392,177088,102364,1015804,0
201903082039,1205392,178088,103320,1015804,0
201903082040,1205392,180248,105440,1015804,0
201903082041,1205392,178212,103352,1015804,0
201903082042,1205392,178212,103308,1015804,0
201903082043,1205392,178212,103252,1015804,0
201903082044,1205392,177840,102840,1015804,0
201903082045,1205392,178720,103672,1015804,0
201903082046,1205392,178460,103360,1015804,0
201903082047,1205392,177608,102464,1015804,0
201903082048,1205392,178484,103300,1015804,0
201903082049,1205392,184520,106672,1015804,0
201903082050,1205392,186480,108584,1015804,0
201903082051,1205392,184544,106588,1015804,0
201903082052,1205392,185644,107644,1015804,0
201903082053,1205392,183668,105624,1015804,0
201903082054,1205392,184388,106292,1015804,0
201903082055,1205392,186896,108756,1015804,0
201903082056,1205392,185272,107088,1015804,0
201903082057,1205392,185776,107540,1015804,0
201903082058,1205392,185760,107480,1015804,0
201903082059,1205392,185900,107572,1015804,0
201903082100,1205392,186648,108280,1015804,0
201903082101,1205392,186708,108280,1015804,0
201903082102,1205392,185892,107420,1015804,0
201903082103,1205392,185156,106632,1015804,0
201903082104,1205392,186148,107572,1015804,0
201903082105,1205392,186260,107640,1015804,0
201903082106,1205392,186148,107480,1015804,0
201903082107,1205392,186148,107440,1015804,0
201903082108,1205392,186668,107908,1015804,0
201903082109,1205392,186388,107580,1015804,0
201903082110,1205392,187696,108840,1015804,0
201903082111,1205392,186520,107600,1015804,0
201903082112,1205392,186512,107552,1015804,0
201903082113,1205392,186520,107516,1015804,0
201903082114,1205392,185760,106708,1015804,0
201903082115,1205392,186904,107800,1015804,0
201903082116,1205392,183356,104208,1015804,0
201903082117,1205392,185784,106588,1015804,0
201903082118,1205392,186768,107524,1015804,0
201903082119,1205392,186768,107472,1015804,0
201903082120,1205392,187952,108612,1015804,0
201903082121,1205392,186892,107500,1015804,0
201903082122,1205392,187016,107572,1015804,0
201903082123,1205392,187132,107644,1015804,0
201903082124,1205392,186280,106744,1015804,0
201903082125,1205392,187524,107944,1015804,0
201903082126,1205392,187140,107508,1015804,0
201903082127,1205392,186412,106740,1015804,0
201903082128,1205392,187404,107688,1015804,0
201903082129,1205392,185984,106220,1015804,0
201903082130,1205392,188028,108208,1015804,0
201903082131,1205392,187108,107228,1015804,0
201903082132,1205392,186256,106332,1015804,0
201903082133,1205392,186356,106380,1015804,0
201903082134,1205392,187232,107212,1015804,0
201903082135,1205392,187740,107676,1015804,0
201903082136,1205392,186628,106520,1015804,0
201903082137,1205392,187356,107200,1015804,0
201903082138,1205392,186340,106136,1015804,0
201903082139,1205392,187596,107344,1015804,0
201903082140,1205392,188796,108500,1015804,0
201903082141,1205392,187596,107240,1015804,0
201903082142,1205392,187728,107332,1015804,0
201903082143,1205392,187844,107404,1015804,0
201903082144,1205392,186876,106384,1015804,0
201903082145,1205392,188260,107720,1015804,0
201903082146,1205392,187124,106540,1015804,0
201903082147,1205392,187992,107360,1015804,0
201903082148,1205392,187976,107284,1015804,0
201903082149,1205392,187968,107232,1015804,0
201903082150,1205392,189268,108488,1015804,0
201903082151,1205392,188092,107252,1015804,0
201903082152,1205392,188224,107340,1015804,0
